preprocess,feature_map,model,seconds,ok,timed_out,converged,unreliable,accuracy,balanced_accuracy,auc,sensitivity,specificity,error
Standardize (z-score),Select best 500 genes,Decision Tree,0.125552,True,False,True,False,0.8484848484848485,0.8263888888888888,0.8263888888888888,0.875,0.7777777777777778,
Standardize (z-score),Select best 500 genes,Naive Bayes,0.122718,True,False,True,False,0.9696969696969697,0.9791666666666667,1.0,0.9583333333333334,1.0,
Standardize (z-score),Select best 500 genes,k-NN,0.125669,True,False,True,False,1.0,1.0,1.0,1.0,1.0,
Standardize (z-score),Select best 500 genes,K-TSP (Top-Scoring Pairs),3.167612,True,False,True,False,0.8484848484848485,0.8958333333333333,0.974537037037037,0.7916666666666666,1.0,
Standardize (z-score),Select best 500 genes,Nearest Shrunken Centroid,0.127906,True,False,True,False,1.0,1.0,1.0,1.0,1.0,
Robust standardize (median/IQR),None (identity),Random Forest,7.975884,True,False,True,False,0.9696969696969697,0.9444444444444444,1.0,1.0,0.8888888888888888,
Robust standardize (median/IQR),None (identity),Gradient Boosting,11.20924,True,False,True,False,0.9393939393939394,0.8888888888888888,0.9907407407407407,1.0,0.7777777777777778,
Robust standardize (median/IQR),None (identity),Hist Gradient Boosting,36.020608,True,False,True,False,0.8181818181818182,0.8055555555555556,0.8356481481481481,0.8333333333333334,0.7777777777777778,
Robust standardize (median/IQR),None (identity),Logistic Regression,3.90897,True,False,True,False,0.8787878787878788,0.8472222222222222,0.9768518518518519,0.9166666666666666,0.7777777777777778,
Robust standardize (median/IQR),None (identity),SVM (linear),3.83394,True,False,True,False,0.8787878787878788,0.8472222222222222,0.9814814814814816,0.9166666666666666,0.7777777777777778,
Robust standardize (median/IQR),None (identity),SVM (RBF),3.886942,True,False,True,False,0.9090909090909091,0.8333333333333333,0.9814814814814815,1.0,0.6666666666666666,
Robust standardize (median/IQR),None (identity),Decision Tree,3.696561,True,False,True,False,0.8484848484848485,0.8611111111111112,0.8611111111111112,0.8333333333333334,0.8888888888888888,
Robust standardize (median/IQR),None (identity),Naive Bayes,3.587524,True,False,True,False,0.8787878787878788,0.8472222222222222,0.863425925925926,0.9166666666666666,0.7777777777777778,
Robust standardize (median/IQR),None (identity),k-NN,3.591497,True,False,True,False,0.9393939393939394,0.9236111111111112,0.9699074074074074,0.9583333333333334,0.8888888888888888,
Robust standardize (median/IQR),None (identity),K-TSP (Top-Scoring Pairs),6.620051,True,False,True,False,0.8787878787878788,0.9166666666666667,0.9722222222222222,0.8333333333333334,1.0,
Robust standardize (median/IQR),None (identity),Nearest Shrunken Centroid,3.570458,True,False,True,False,0.9393939393939394,0.9583333333333333,0.962962962962963,0.9166666666666666,1.0,
Robust standardize (median/IQR),PCA (50 components),Random Forest,7.980252,True,False,True,False,0.8484848484848485,0.7569444444444444,0.9537037037037037,0.9583333333333334,0.5555555555555556,
Robust standardize (median/IQR),PCA (50 components),Gradient Boosting,4.051441,True,False,True,False,0.8181818181818182,0.7708333333333333,0.7268518518518519,0.875,0.6666666666666666,
Robust standardize (median/IQR),PCA (50 components),Hist Gradient Boosting,3.889492,True,False,True,False,0.8181818181818182,0.8402777777777777,0.8888888888888888,0.7916666666666666,0.8888888888888888,
Robust standardize (median/IQR),PCA (50 components),Logistic Regression,3.768819,True,False,True,False,0.8787878787878788,0.8472222222222222,0.9768518518518519,0.9166666666666666,0.7777777777777778,
Robust standardize (median/IQR),PCA (50 components),SVM (linear),3.813032,True,False,True,False,0.8787878787878788,0.8472222222222222,0.9814814814814816,0.9166666666666666,0.7777777777777778,
Robust standardize (median/IQR),PCA (50 components),SVM (RBF),3.806882,True,False,True,False,0.9393939393939394,0.9583333333333333,0.9814814814814816,0.9166666666666666,1.0,
Robust standardize (median/IQR),PCA (50 components),Decision Tree,3.729762,True,False,True,False,0.8181818181818182,0.7708333333333333,0.7708333333333335,0.875,0.6666666666666666,
Robust standardize (median/IQR),PCA (50 components),Naive Bayes,3.710927,True,False,True,False,0.9090909090909091,0.9027777777777777,0.9351851851851852,0.9166666666666666,0.8888888888888888,
Robust standardize (median/IQR),PCA (50 components),k-NN,3.723047,True,False,True,False,0.9393939393939394,0.9236111111111112,0.9699074074074074,0.9583333333333334,0.8888888888888888,
Robust standardize (median/IQR),PCA (50 components),K-TSP (Top-Scoring Pairs),3.852557,True,False,True,False,0.8181818181818182,0.875,0.9305555555555555,0.75,1.0,
Robust standardize (median/IQR),PCA (50 components),Nearest Shrunken Centroid,3.719418,True,False,True,False,0.9090909090909091,0.9027777777777777,0.9907407407407407,0.9166666666666666,0.8888888888888888,
Robust standardize (median/IQR),Class-conditional PCA,Random Forest,7.827405,True,False,True,False,0.8181818181818182,0.7361111111111112,0.8703703703703703,0.9166666666666666,0.5555555555555556,
Robust standardize (median/IQR),Class-conditional PCA,Gradient Boosting,4.001276,True,False,True,False,0.6363636363636364,0.6805555555555556,0.6875000000000001,0.5833333333333334,0.7777777777777778,
Robust standardize (median/IQR),Class-conditional PCA,Hist Gradient Boosting,3.866414,True,False,True,False,0.7575757575757576,0.6944444444444444,0.7337962962962964,0.8333333333333334,0.5555555555555556,
Robust standardize (median/IQR),Class-conditional PCA,Logistic Regression,3.793784,True,False,True,False,0.8181818181818182,0.8055555555555556,0.9027777777777778,0.8333333333333334,0.7777777777777778,
Robust standardize (median/IQR),Class-conditional PCA,SVM (linear),3.794719,True,False,True,False,0.8181818181818182,0.8055555555555556,0.09259259259259259,0.8333333333333334,0.7777777777777778,
Robust standardize (median/IQR),Class-conditional PCA,SVM (RBF),3.809641,True,False,True,False,0.7878787878787878,0.8541666666666667,0.05555555555555555,0.7083333333333334,1.0,
Robust standardize (median/IQR),Class-conditional PCA,Decision Tree,3.698396,True,False,True,False,0.5151515151515151,0.5972222222222222,0.5972222222222222,0.4166666666666667,0.7777777777777778,
